T10,T11,lat,lon,insitu,date,Julian_day
21.94640859,20.36926995,18.00300026,83.88300323,25.10000038,2013-12-13,347
21.86573375,20.28557095,18.00300026,83.88400269,25.10000038,2013-12-13,347
21.90485594,20.3115522,18.0189991,83.90799713,25.10000038,2013-12-13,347
21.97084429,20.26535976,18.03499985,83.92700195,25,2013-12-13,347
21.9195233,20.39234995,18.0720005,83.94100189,25,2013-12-13,347
21.9195233,20.39234995,18.0720005,83.94100189,25,2013-12-13,347
21.91707887,20.39811932,18.0720005,83.94100189,25,2013-12-13,347
21.91707887,20.39811932,18.0720005,83.94100189,25,2013-12-13,347
21.9195233,20.39234995,18.0720005,83.94100189,25,2013-12-13,347
21.9195233,20.39234995,18.0720005,83.94100189,25,2013-12-13,347
21.91707887,20.39811932,18.0720005,83.94100189,25,2013-12-13,347
21.91707887,20.39811932,18.0720005,83.94100189,25,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83149085,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.10000038,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.20000076,2013-12-13,347
21.83393712,20.3115522,18.11400032,84.03099823,25.29999924,2013-12-13,347
22.09782585,20.56244016,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.09782585,20.56244016,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.10270694,20.5537968,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.10270694,20.5537968,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.09782585,20.56244016,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.09782585,20.56244016,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.10270694,20.5537968,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.10270694,20.5537968,18.13999939,84.08499908,25.29999924,2013-12-13,347
22.10026642,20.41542591,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.10026642,20.41542591,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.09782585,20.41254164,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.09782585,20.41254164,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.10026642,20.41542591,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.10026642,20.41542591,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.09782585,20.41254164,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.09782585,20.41254164,18.15800095,84.12000275,25.29999924,2013-12-13,347
22.07341725,20.32309778,18.20599937,84.19599915,25.29999924,2013-12-13,347
22.07341725,20.32309778,18.20599937,84.19599915,25.39999962,2013-12-13,347
22.07585834,20.32021148,18.20599937,84.19599915,25.29999924,2013-12-13,347
22.07585834,20.32021148,18.20599937,84.19599915,25.39999962,2013-12-13,347
22.07341725,20.32309778,18.20599937,84.19599915,25.29999924,2013-12-13,347
22.07341725,20.32309778,18.20599937,84.19599915,25.39999962,2013-12-13,347
22.07585834,20.32021148,18.20599937,84.19599915,25.29999924,2013-12-13,347
22.07585834,20.32021148,18.20599937,84.19599915,25.39999962,2013-12-13,347
22.1271093,20.37215517,18.21699905,84.21199799,25.29999924,2013-12-13,347
22.1271093,20.36638466,18.21699905,84.21199799,25.29999924,2013-12-13,347
22.09050381,20.21048515,18.22299957,84.20700073,25.20000076,2013-12-13,347
22.09050381,20.21048515,18.22299957,84.20700073,25.20000076,2013-12-13,347
22.45846683,20.61716825,18.29199982,84.29000092,25.29999924,2013-12-13,347
22.45846683,20.61716825,18.29199982,84.29000092,25.29999924,2013-12-13,347
22.45846683,20.61716825,18.29199982,84.29000092,25.29999924,2013-12-13,347
22.45846683,20.61716825,18.29199982,84.29000092,25.29999924,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
24.09392855,22.72847431,18.84199905,84.82299805,26.10000038,2013-12-13,347
23.90186633,22.41063341,18.84700012,84.80699921,26,2013-12-13,347
24.10352336,22.68878533,18.84799957,84.8259964,26,2013-12-13,347
24.10352336,22.68878533,18.84799957,84.8259964,26.10000038,2013-12-13,347
24.10352336,22.68878533,18.84799957,84.8259964,26,2013-12-13,347
24.10352336,22.68878533,18.84799957,84.8259964,26.10000038,2013-12-13,347
23.79369189,22.40495083,18.85099983,84.80500031,26,2013-12-13,347
23.79369189,22.40495083,18.85099983,84.80500031,26,2013-12-13,347
23.79369189,22.40495083,18.85099983,84.80500031,26,2013-12-13,347
23.79369189,22.40495083,18.85099983,84.80500031,26,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.10000038,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.10000038,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.20000076,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.10000038,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.10000038,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.20000076,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.10000038,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.10000038,2013-12-13,347
24.13949685,22.7426461,18.86199951,84.84700012,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.14189468,22.66042888,18.87800026,84.86299896,26.20000076,2013-12-13,347
24.10352336,22.76531786,18.90200043,84.90599823,26.10000038,2013-12-13,347
24.13949685,22.63490296,18.90600014,84.91200256,26,2013-12-13,347
24.1490879,22.73697756,18.9090004,84.90699768,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
24.12510878,22.80498425,18.94599915,84.93800354,26,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.10000038,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.10000038,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.10000038,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.10000038,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
23.81052564,22.57248581,19.04299927,85.09400177,26.20000076,2013-12-13,347
24.09152973,22.80781711,19.04500008,85.1210022,26,2013-12-13,347
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.45603386,21.22341867,20.11800003,91.28399658,23.89999962,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.29778048,21.08000844,20.11499977,91.33000183,23.79999924,2014-03-02,61
22.35136759,21.16894106,20.11599922,91.30699921,23.79999924,2014-03-02,61
22.35136759,21.16894106,20.11599922,91.30699921,23.79999924,2014-03-02,61
22.35136759,21.16894106,20.11599922,91.30699921,23.79999924,2014-03-02,61
22.35136759,21.16894106,20.11599922,91.30699921,23.79999924,2014-03-02,61
20.76235429,18.48906333,19.48900032,91.75499725,25.5,2014-12-02,336
20.68577726,18.60609605,19.49200058,91.75900269,25.5,2014-12-02,336
20.75247629,18.55051871,19.4829998,91.76599884,25.39999962,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.29999924,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.29999924,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.39999962,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.29999924,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.29999924,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.39999962,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.29999924,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.29999924,2014-12-02,336
20.85861962,18.48028161,19.46999931,91.78199768,25.39999962,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.20000076,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
20.77716967,18.63241384,19.46299934,91.78099823,25.29999924,2014-12-02,336
21.00902468,18.35434466,19.73699951,90.36399841,26.10000038,2014-07-03,184
21.00902468,18.35434466,19.73699951,90.36399841,26.20000076,2014-07-03,184
21.00902468,18.35434466,19.73699951,90.36399841,26.10000038,2014-07-03,184
21.00902468,18.35434466,19.73699951,90.36399841,26.20000076,2014-07-03,184
21.40995187,18.77560586,19.76600075,90.36299896,26.10000038,2014-07-03,184
21.40995187,18.77560586,19.76600075,90.36299896,26.20000076,2014-07-03,184
21.40995187,18.77560586,19.76600075,90.36299896,26.10000038,2014-07-03,184
21.40995187,18.77560586,19.76600075,90.36299896,26.20000076,2014-07-03,184
21.56453367,18.79604896,19.77099991,90.35500336,26.20000076,2014-07-03,184
21.20105589,18.79896914,19.77000046,90.3690033,26.20000076,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.45413951,18.88946212,19.76600075,90.3690033,26.29999924,2014-07-03,184
21.37311574,18.72594492,19.76600075,90.36000061,26.29999924,2014-07-03,184
21.42959294,18.81940856,19.76499939,90.35700226,26.20000076,2014-07-03,184
21.41977283,18.8048093,19.77000046,90.34200287,26.20000076,2014-07-03,184
21.37557185,18.72886668,19.77899933,90.32800293,26.10000038,2014-07-03,184
21.37557185,18.72886668,19.77899933,90.32800293,26.10000038,2014-07-03,184
21.37557185,18.72886668,19.77899933,90.32800293,26.10000038,2014-07-03,184
21.37557185,18.72886668,19.77899933,90.32800293,26.10000038,2014-07-03,184
21.49585654,18.83692549,19.77400017,90.33200073,26.10000038,2014-07-03,184
21.36329075,18.70256848,19.77799988,90.31900024,26.10000038,2014-07-03,184
21.36574708,18.69964613,19.77799988,90.31999969,26,2014-07-03,184
21.36574708,18.69964613,19.77799988,90.31999969,26.10000038,2014-07-03,184
21.36574708,18.69964613,19.77799988,90.31999969,26,2014-07-03,184
21.36574708,18.69964613,19.77799988,90.31999969,26.10000038,2014-07-03,184
20.95480323,18.45100489,19.78899956,90.27899933,26,2014-07-03,184
21.22565182,18.57099735,19.8010006,90.26699829,26,2014-07-03,184
21.30923818,18.75808064,19.82099915,90.25099945,26.10000038,2014-07-03,184
24.69209379,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69209379,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.70000076,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.69448032,22.88994426,18.00300026,84.65499878,27.79999924,2014-04-04,94
24.52969561,22.7709852,18.04299927,84.69799805,27.89999962,2014-04-04,94
24.52969561,22.7709852,18.04299927,84.69799805,27.89999962,2014-04-04,94
24.48427935,22.76531786,18.08399963,84.73400116,28,2014-04-04,94
24.47710675,22.7624841,18.08399963,84.73400116,28,2014-04-04,94
24.40057161,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40057161,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40296409,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40296409,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40057161,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40057161,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40296409,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.40296409,22.77948577,18.10199928,84.73200226,28.10000038,2014-04-04,94
24.47710675,22.62639324,18.12700081,84.76200104,28,2014-04-04,94
24.47710675,22.62639324,18.12700081,84.76200104,28,2014-04-04,94
24.47471578,22.62355654,18.12700081,84.76200104,28,2014-04-04,94
24.47471578,22.62355654,18.12700081,84.76200104,28,2014-04-04,94
24.47710675,22.62639324,18.12700081,84.76200104,28,2014-04-04,94
24.47710675,22.62639324,18.12700081,84.76200104,28,2014-04-04,94
24.47471578,22.62355654,18.12700081,84.76200104,28,2014-04-04,94
24.47471578,22.62355654,18.12700081,84.76200104,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,27.89999962,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,27.89999962,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,27.89999962,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,27.89999962,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.21620322,22.51571774,18.14900017,84.77500153,28,2014-04-04,94
24.20661768,22.51287871,18.14900017,84.77500153,27.89999962,2014-04-04,94
